,Continent,Country,Year,Population,LifeExp,gdpPercap
431,Africa,Djibouti,2007,496374.0,54.791000000000004,2082.4815670000003
432,Americas,Dominican Republic,1952,2491346.0,45.928000000000004,1397.7171369999999
433,Americas,Dominican Republic,1957,2923186.0,49.828,1544.402995
434,Americas,Dominican Republic,1962,3453434.0,53.458999999999996,1662.137359
435,Americas,Dominican Republic,1967,4049146.0,56.751000000000005,1653.7230029999998
436,Americas,Dominican Republic,1972,4671329.0,59.631,2189.874499
437,Americas,Dominican Republic,1977,5302800.0,61.788000000000004,2681.9889
438,Americas,Dominican Republic,1982,5968349.0,63.727,2861.092386
439,Americas,Dominican Republic,1987,6655297.0,66.046,2899.842175
440,Americas,Dominican Republic,1992,7351181.0,68.457,3044.214214
441,Americas,Dominican Republic,1997,7992357.0,69.957,3614.101285
442,Americas,Dominican Republic,2002,8650322.0,70.847,4563.808154
443,Americas,Dominican Republic,2007,9319622.0,72.235,6025.374752000001
444,Americas,Ecuador,1952,3548753.0,48.357,3522.110717
445,Americas,Ecuador,1957,4058385.0,51.356,3780.5466509999997
446,Americas,Ecuador,1962,4681707.0,54.64,4086.114078
447,Americas,Ecuador,1967,5432424.0,56.678000000000004,4579.074215
448,Americas,Ecuador,1972,6298651.0,58.79600000000001,5280.99471
449,Americas,Ecuador,1977,7278866.0,61.31,6679.62326
450,Americas,Ecuador,1982,8365850.0,64.342,7213.7912670000005
451,Americas,Ecuador,1987,9545158.0,67.23100000000001,6481.776993
452,Americas,Ecuador,1992,10748394.0,69.613,7103.702595000001
453,Americas,Ecuador,1997,11911819.0,72.312,7429.455876999999
454,Americas,Ecuador,2002,12921234.0,74.173,5773.0445119999995
455,Americas,Ecuador,2007,13755680.0,74.994,6873.262326000001
456,Africa,Egypt,1952,22223309.0,41.893,1418.822445
457,Africa,Egypt,1957,25009741.0,44.443999999999996,1458.915272
458,Africa,Egypt,1962,28173309.0,46.992,1693.335853
459,Africa,Egypt,1967,31681188.0,49.293,1814.880728
460,Africa,Egypt,1972,34807417.0,51.137,2024.0081469999998
461,Africa,Egypt,1977,38783863.0,53.318999999999996,2785.493582
462,Africa,Egypt,1982,45681811.0,56.006,3503.729636
463,Africa,Egypt,1987,52799062.0,59.797,3885.4607100000003
464,Africa,Egypt,1992,59402198.0,63.674,3794.755195
465,Africa,Egypt,1997,66134291.0,67.217,4173.181797
466,Africa,Egypt,2002,73312559.0,69.806,4754.604414
467,Africa,Egypt,2007,80264543.0,71.33800000000001,5581.180998
468,Americas,El Salvador,1952,2042865.0,45.262,3048.3029
469,Americas,El Salvador,1957,2355805.0,48.57,3421.523218
470,Americas,El Salvador,1962,2747687.0,52.306999999999995,3776.8036270000002
471,Americas,El Salvador,1967,3232927.0,55.855,4358.595393
472,Americas,El Salvador,1972,3790903.0,58.207,4520.246008
473,Americas,El Salvador,1977,4282586.0,56.696000000000005,5138.922374
474,Americas,El Salvador,1982,4474873.0,56.604,4098.344175
475,Americas,El Salvador,1987,4842194.0,63.153999999999996,4140.442097
476,Americas,El Salvador,1992,5274649.0,66.798,4444.2317
477,Americas,El Salvador,1997,5783439.0,69.535,5154.825496
478,Americas,El Salvador,2002,6353681.0,70.734,5351.568665999999
479,Americas,El Salvador,2007,6939688.0,71.878,5728.353514
480,Africa,Equatorial Guinea,1952,216964.0,34.482,375.6431231
481,Africa,Equatorial Guinea,1957,232922.0,35.983000000000004,426.0964081
482,Africa,Equatorial Guinea,1962,249220.0,37.485,582.8419713999999
483,Africa,Equatorial Guinea,1967,259864.0,38.986999999999995,915.5960025
484,Africa,Equatorial Guinea,1972,277603.0,40.516,672.4122571
485,Africa,Equatorial Guinea,1977,192675.0,42.023999999999994,958.5668124
486,Africa,Equatorial Guinea,1982,285483.0,43.662,927.8253427000001
487,Africa,Equatorial Guinea,1987,341244.0,45.663999999999994,966.8968149
488,Africa,Equatorial Guinea,1992,387838.0,47.545,1132.055034
489,Africa,Equatorial Guinea,1997,439971.0,48.245,2814.480755
490,Africa,Equatorial Guinea,2002,495627.0,49.348,7703.4959
491,Africa,Equatorial Guinea,2007,551201.0,51.57899999999999,12154.08975
492,Africa,Eritrea,1952,1438760.0,35.928000000000004,328.94055710000004
493,Africa,Eritrea,1957,1542611.0,38.047,344.16188589999996
494,Africa,Eritrea,1962,1666618.0,40.158,380.99584330000005
495,Africa,Eritrea,1967,1820319.0,42.18899999999999,468.7949699
496,Africa,Eritrea,1972,2260187.0,44.141999999999996,514.3242081999999
497,Africa,Eritrea,1977,2512642.0,44.535,505.7538077
498,Africa,Eritrea,1982,2637297.0,43.89,524.8758493
499,Africa,Eritrea,1987,2915959.0,46.453,521.1341333
500,Africa,Eritrea,1992,3668440.0,49.99100000000001,582.8585102000001
501,Africa,Eritrea,1997,4058319.0,53.378,913.4707900000001
502,Africa,Eritrea,2002,4414865.0,55.24,765.3500015
503,Africa,Eritrea,2007,4906585.0,58.04,641.3695236000001
504,Africa,Ethiopia,1952,20860941.0,34.078,362.1462796
505,Africa,Ethiopia,1957,22815614.0,36.667,378.90416319999997
506,Africa,Ethiopia,1962,25145372.0,40.059,419.4564161
507,Africa,Ethiopia,1967,27860297.0,42.115,516.1186438
508,Africa,Ethiopia,1972,30770372.0,43.515,566.2439442000001
509,Africa,Ethiopia,1977,34617799.0,44.51,556.8083834
510,Africa,Ethiopia,1982,38111756.0,44.916000000000004,577.8607471
511,Africa,Ethiopia,1987,42999530.0,46.684,573.7413142000001
512,Africa,Ethiopia,1992,52088559.0,48.091,421.3534653
513,Africa,Ethiopia,1997,59861301.0,49.402,515.8894013
514,Africa,Ethiopia,2002,67946797.0,50.725,530.0535319
515,Africa,Ethiopia,2007,76511887.0,52.946999999999996,690.8055759
516,Europe,Finland,1952,4090500.0,66.55,6424.519071
517,Europe,Finland,1957,4324000.0,67.49,7545.415386
518,Europe,Finland,1962,4491443.0,68.75,9371.842561
519,Europe,Finland,1967,4605744.0,69.83,10921.63626
520,Europe,Finland,1972,4639657.0,70.87,14358.8759
521,Europe,Finland,1977,4738902.0,72.52,15605.422830000001
522,Europe,Finland,1982,4826933.0,74.55,18533.15761
523,Europe,Finland,1987,4931729.0,74.83,21141.01223
524,Europe,Finland,1992,5041039.0,75.7,20647.16499
525,Europe,Finland,1997,5134406.0,77.13,23723.9502
526,Europe,Finland,2002,5193039.0,78.37,28204.59057
527,Europe,Finland,2007,5238460.0,79.313,33207.0844
528,Europe,France,1952,42459667.0,67.41,7029.809327
529,Europe,France,1957,44310863.0,68.93,8662.834898000001
530,Europe,France,1962,47124000.0,70.51,10560.48553
531,Europe,France,1967,49569000.0,71.55,12999.91766
532,Europe,France,1972,51732000.0,72.38,16107.19171
533,Europe,France,1977,53165019.0,73.83,18292.635140000002
534,Europe,France,1982,54433565.0,74.89,20293.89746
535,Europe,France,1987,55630100.0,76.34,22066.44214
536,Europe,France,1992,57374179.0,77.46,24703.79615
537,Europe,France,1997,58623428.0,78.64,25889.78487
538,Europe,France,2002,59925035.0,79.59,28926.032339999998
539,Europe,France,2007,61083916.0,80.657,30470.0167
540,Africa,Gabon,1952,420702.0,37.003,4293.476475
541,Africa,Gabon,1957,434904.0,38.999,4976.198099
542,Africa,Gabon,1962,455661.0,40.489000000000004,6631.4592219999995
543,Africa,Gabon,1967,489004.0,44.598,8358.761987
544,Africa,Gabon,1972,537977.0,48.69,11401.948409999999
545,Africa,Gabon,1977,706367.0,52.79,21745.57328
546,Africa,Gabon,1982,753874.0,56.56399999999999,15113.36194
547,Africa,Gabon,1987,880397.0,60.19,11864.408440000001
548,Africa,Gabon,1992,985739.0,61.36600000000001,13522.157519999999
549,Africa,Gabon,1997,1126189.0,60.461000000000006,14722.841880000002
550,Africa,Gabon,2002,1299304.0,56.761,12521.71392
551,Africa,Gabon,2007,1454867.0,56.735,13206.48452
552,Africa,Gambia,1952,284320.0,30.0,485.2306591
553,Africa,Gambia,1957,323150.0,32.065,520.9267111
554,Africa,Gambia,1962,374020.0,33.896,599.650276
555,Africa,Gambia,1967,439593.0,35.857,734.7829124
556,Africa,Gambia,1972,517101.0,38.308,756.0868363
557,Africa,Gambia,1977,608274.0,41.842,884.7552507000001
558,Africa,Gambia,1982,715523.0,45.58,835.8096107999999
559,Africa,Gambia,1987,848406.0,49.265,611.6588611000001
560,Africa,Gambia,1992,1025384.0,52.644,665.6244126
561,Africa,Gambia,1997,1235767.0,55.861000000000004,653.7301704
562,Africa,Gambia,2002,1457766.0,58.041000000000004,660.5855997
563,Africa,Gambia,2007,1688359.0,59.448,752.7497265
564,Europe,Germany,1952,69145952.0,67.5,7144.114393000001
565,Europe,Germany,1957,71019069.0,69.1,10187.82665
566,Europe,Germany,1962,73739117.0,70.3,12902.46291
567,Europe,Germany,1967,76368453.0,70.8,14745.62561
568,Europe,Germany,1972,78717088.0,71.0,18016.180269999997
569,Europe,Germany,1977,78160773.0,72.5,20512.92123
570,Europe,Germany,1982,78335266.0,73.8,22031.532740000002
571,Europe,Germany,1987,77718298.0,74.847,24639.18566
572,Europe,Germany,1992,80597764.0,76.07,26505.30317
573,Europe,Germany,1997,82011073.0,77.34,27788.88416
574,Europe,Germany,2002,82350671.0,78.67,30035.80198
575,Europe,Germany,2007,82400996.0,79.406,32170.37442
576,Africa,Ghana,1952,5581001.0,43.148999999999994,911.2989371
577,Africa,Ghana,1957,6391288.0,44.778999999999996,1043.5615369999998
578,Africa,Ghana,1962,7355248.0,46.452,1190.0411179999999
579,Africa,Ghana,1967,8490213.0,48.071999999999996,1125.69716
580,Africa,Ghana,1972,9354120.0,49.875,1178.223708
581,Africa,Ghana,1977,10538093.0,51.756,993.2239571
582,Africa,Ghana,1982,11400338.0,53.744,876.032569
583,Africa,Ghana,1987,14168101.0,55.729,847.0061135
584,Africa,Ghana,1992,16278738.0,57.501000000000005,925.0601539999999
585,Africa,Ghana,1997,18418288.0,58.556000000000004,1005.2458119999999
586,Africa,Ghana,2002,20550751.0,58.453,1111.9845779999998
587,Africa,Ghana,2007,22873338.0,60.022,1327.60891
588,Europe,Greece,1952,7733250.0,65.86,3530.690067
589,Europe,Greece,1957,8096218.0,67.86,4916.299889
590,Europe,Greece,1962,8448233.0,69.51,6017.190732999999
591,Europe,Greece,1967,8716441.0,71.0,8513.097016
592,Europe,Greece,1972,8888628.0,72.34,12724.82957
593,Europe,Greece,1977,9308479.0,73.68,14195.524280000001
594,Europe,Greece,1982,9786480.0,75.24,15268.420890000001
595,Europe,Greece,1987,9974490.0,76.67,16120.528390000001
596,Europe,Greece,1992,10325429.0,77.03,17541.49634
597,Europe,Greece,1997,10502372.0,77.869,18747.69814
598,Europe,Greece,2002,10603863.0,78.256,22514.2548
599,Europe,Greece,2007,10706290.0,79.483,27538.41188
600,Americas,Guatemala,1952,3146381.0,42.023,2428.2377690000003
601,Americas,Guatemala,1957,3640876.0,44.141999999999996,2617.155967
602,Americas,Guatemala,1962,4208858.0,46.95399999999999,2750.364446
603,Americas,Guatemala,1967,4690773.0,50.016000000000005,3242.5311469999997
604,Americas,Guatemala,1972,5149581.0,53.738,4031.4082710000002
605,Americas,Guatemala,1977,5703430.0,56.028999999999996,4879.992748
606,Americas,Guatemala,1982,6395630.0,58.137,4820.49479
607,Americas,Guatemala,1987,7326406.0,60.782,4246.485974
608,Americas,Guatemala,1992,8486949.0,63.373000000000005,4439.4508399999995
609,Americas,Guatemala,1997,9803875.0,66.322,4684.313807
610,Americas,Guatemala,2002,11178650.0,68.97800000000001,4858.347495
611,Americas,Guatemala,2007,12572928.0,70.259,5186.050003
612,Africa,Guinea-Bissau,1952,580653.0,32.5,299.850319
613,Africa,Guinea-Bissau,1957,601095.0,33.489000000000004,431.7904566000001
614,Africa,Guinea-Bissau,1962,627820.0,34.488,522.0343725
615,Africa,Guinea-Bissau,1967,601287.0,35.492,715.5806402000001
616,Africa,Guinea-Bissau,1972,625361.0,36.486,820.2245876000001
617,Africa,Guinea-Bissau,1977,745228.0,37.465,764.7259627999999
618,Africa,Guinea-Bissau,1982,825987.0,39.327,838.1239671
619,Africa,Guinea-Bissau,1987,927524.0,41.245,736.4153921
620,Africa,Guinea-Bissau,1992,1050938.0,43.266000000000005,745.5398706
621,Africa,Guinea-Bissau,1997,1193708.0,44.873000000000005,796.6644681
622,Africa,Guinea-Bissau,2002,1332459.0,45.504,575.7047176
623,Africa,Guinea-Bissau,2007,1472041.0,46.388000000000005,579.2317429999999
624,Africa,Guinea,1952,2664249.0,33.609,510.19649230000005
625,Africa,Guinea,1957,2876726.0,34.558,576.2670245
626,Africa,Guinea,1962,3140003.0,35.753,686.3736739
627,Africa,Guinea,1967,3451418.0,37.196999999999996,708.7595409
628,Africa,Guinea,1972,3811387.0,38.842,741.6662307
629,Africa,Guinea,1977,4227026.0,40.762,874.6858642999999
630,Africa,Guinea,1982,4710497.0,42.891000000000005,857.2503577
631,Africa,Guinea,1987,5650262.0,45.552,805.5724717999999
632,Africa,Guinea,1992,6990574.0,48.576,794.3484384
633,Africa,Guinea,1997,8048834.0,51.455,869.4497667999999
634,Africa,Guinea,2002,8807818.0,53.676,945.5835837000001
635,Africa,Guinea,2007,9947814.0,56.007,942.6542111
636,Americas,Haiti,1952,3201488.0,37.579,1840.366939
637,Americas,Haiti,1957,3507701.0,40.696,1726.887882
638,Americas,Haiti,1962,3880130.0,43.59,1796.589032
639,Americas,Haiti,1967,4318137.0,46.243,1452.057666
640,Americas,Haiti,1972,4698301.0,48.042,1654.456946
641,Americas,Haiti,1977,4908554.0,49.923,1874.2989309999998
642,Americas,Haiti,1982,5198399.0,51.461000000000006,2011.1595489999997
643,Americas,Haiti,1987,5756203.0,53.636,1823.015995
644,Americas,Haiti,1992,6326682.0,55.089,1456.309517
645,Americas,Haiti,1997,6913545.0,56.67100000000001,1341.7269310000001
646,Americas,Haiti,2002,7607651.0,58.137,1270.364932
647,Americas,Haiti,2007,8502814.0,60.916000000000004,1201.637154
648,Americas,Honduras,1952,1517453.0,41.912,2194.926204
649,Americas,Honduras,1957,1770390.0,44.665,2220.487682
650,Americas,Honduras,1962,2090162.0,48.041000000000004,2291.1568350000002
651,Americas,Honduras,1967,2500689.0,50.924,2538.269358
652,Americas,Honduras,1972,2965146.0,53.88399999999999,2529.842345
653,Americas,Honduras,1977,3055235.0,57.402,3203.208066
654,Americas,Honduras,1982,3669448.0,60.909,3121.7607940000003
655,Americas,Honduras,1987,4372203.0,64.492,3023.0966989999997
656,Americas,Honduras,1992,5077347.0,66.399,3081.694603
657,Americas,Honduras,1997,5867957.0,67.65899999999999,3160.454906
658,Americas,Honduras,2002,6677328.0,68.565,3099.72866
659,Americas,Honduras,2007,7483763.0,70.19800000000001,3548.3308460000003
660,Asia,"Hong Kong, China",1952,2125900.0,60.96,3054.421209
661,Asia,"Hong Kong, China",1957,2736300.0,64.75,3629.076457
662,Asia,"Hong Kong, China",1962,3305200.0,67.65,4692.648271999999
663,Asia,"Hong Kong, China",1967,3722800.0,70.0,6197.962814
664,Asia,"Hong Kong, China",1972,4115700.0,72.0,8315.928145
665,Asia,"Hong Kong, China",1977,4583700.0,73.6,11186.14125
666,Asia,"Hong Kong, China",1982,5264500.0,75.45,14560.530509999999
667,Asia,"Hong Kong, China",1987,5584510.0,76.2,20038.472690000002
668,Asia,"Hong Kong, China",1992,5829696.0,77.601,24757.60301
669,Asia,"Hong Kong, China",1997,6495918.0,80.0,28377.632189999997
670,Asia,"Hong Kong, China",2002,6762476.0,81.495,30209.015160000003
671,Asia,"Hong Kong, China",2007,6980412.0,82.208,39724.97867
672,Europe,Hungary,1952,9504000.0,64.03,5263.6738159999995
673,Europe,Hungary,1957,9839000.0,66.41,6040.180011
674,Europe,Hungary,1962,10063000.0,67.96,7550.359877
675,Europe,Hungary,1967,10223422.0,69.5,9326.64467
676,Europe,Hungary,1972,10394091.0,69.76,10168.65611
677,Europe,Hungary,1977,10637171.0,69.95,11674.837370000001
678,Europe,Hungary,1982,10705535.0,69.39,12545.99066
679,Europe,Hungary,1987,10612740.0,69.58,12986.47998
680,Europe,Hungary,1992,10348684.0,69.17,10535.62855
681,Europe,Hungary,1997,10244684.0,71.04,11712.7768
682,Europe,Hungary,2002,10083313.0,72.59,14843.93556
683,Europe,Hungary,2007,9956108.0,73.33800000000001,18008.94444
684,Europe,Iceland,1952,147962.0,72.49,7267.688428
685,Europe,Iceland,1957,165110.0,73.47,9244.001412
686,Europe,Iceland,1962,182053.0,73.68,10350.15906
687,Europe,Iceland,1967,198676.0,73.73,13319.89568
688,Europe,Iceland,1972,209275.0,74.46,15798.063619999999
689,Europe,Iceland,1977,221823.0,76.11,19654.96247
690,Europe,Iceland,1982,233997.0,76.99,23269.6075
691,Europe,Iceland,1987,244676.0,77.23,26923.206280000002
692,Europe,Iceland,1992,259012.0,78.77,25144.39201
693,Europe,Iceland,1997,271192.0,78.95,28061.099660000003
694,Europe,Iceland,2002,288030.0,80.5,31163.201960000002
695,Europe,Iceland,2007,301931.0,81.757,36180.789189999996
696,Asia,India,1952,372000000.0,37.373000000000005,546.5657493
697,Asia,India,1957,409000000.0,40.249,590.061996
698,Asia,India,1962,454000000.0,43.605,658.3471509
699,Asia,India,1967,506000000.0,47.193000000000005,700.7706107000001
700,Asia,India,1972,567000000.0,50.651,724.032527
701,Asia,India,1977,634000000.0,54.208,813.3373230000001
702,Asia,India,1982,708000000.0,56.596000000000004,855.7235377000001
703,Asia,India,1987,788000000.0,58.553000000000004,976.5126756000001
704,Asia,India,1992,872000000.0,60.223,1164.406809
705,Asia,India,1997,959000000.0,61.765,1458.817442
706,Asia,India,2002,1034172547.0,62.879,1746.769454
707,Asia,India,2007,1110396331.0,64.69800000000001,2452.210407
708,Asia,Indonesia,1952,82052000.0,37.468,749.6816546
709,Asia,Indonesia,1957,90124000.0,39.918,858.9002707000001
710,Asia,Indonesia,1962,99028000.0,42.518,849.2897700999999
711,Asia,Indonesia,1967,109343000.0,45.964,762.4317721
712,Asia,Indonesia,1972,121282000.0,49.203,1111.107907
713,Asia,Indonesia,1977,136725000.0,52.702,1382.702056
714,Asia,Indonesia,1982,153343000.0,56.159,1516.872988
715,Asia,Indonesia,1987,169276000.0,60.137,1748.356961
716,Asia,Indonesia,1992,184816000.0,62.681000000000004,2383.140898
717,Asia,Indonesia,1997,199278000.0,66.041,3119.335603
718,Asia,Indonesia,2002,211060000.0,68.58800000000001,2873.91287
719,Asia,Indonesia,2007,223547000.0,70.65,3540.6515640000002
720,Asia,Iran,1952,17272000.0,44.869,3035.326002
721,Asia,Iran,1957,19792000.0,47.181000000000004,3290.257643
722,Asia,Iran,1962,22874000.0,49.325,4187.329802
723,Asia,Iran,1967,26538000.0,52.468999999999994,5906.731804999999
724,Asia,Iran,1972,30614000.0,55.233999999999995,9613.818607
725,Asia,Iran,1977,35480679.0,57.702,11888.59508
726,Asia,Iran,1982,43072751.0,59.62,7608.334602
727,Asia,Iran,1987,51889696.0,63.04,6642.881371
728,Asia,Iran,1992,60397973.0,65.742,7235.653187999999
729,Asia,Iran,1997,63327987.0,68.042,8263.590301
730,Asia,Iran,2002,66907826.0,69.45100000000001,9240.761975
731,Asia,Iran,2007,69453570.0,70.964,11605.71449
732,Asia,Iraq,1952,5441766.0,45.32,4129.766056
733,Asia,Iraq,1957,6248643.0,48.437,6229.333562
734,Asia,Iraq,1962,7240260.0,51.457,8341.737815
735,Asia,Iraq,1967,8519282.0,54.458999999999996,8931.459811
736,Asia,Iraq,1972,10061506.0,56.95,9576.037596
737,Asia,Iraq,1977,11882916.0,60.413000000000004,14688.235069999999
738,Asia,Iraq,1982,14173318.0,62.038000000000004,14517.90711
739,Asia,Iraq,1987,16543189.0,65.044,11643.57268
740,Asia,Iraq,1992,17861905.0,59.461000000000006,3745.6406869999996
741,Asia,Iraq,1997,20775703.0,58.81100000000001,3076.239795
742,Asia,Iraq,2002,24001816.0,57.04600000000001,4390.717312
743,Asia,Iraq,2007,27499638.0,59.545,4471.061906
744,Europe,Ireland,1952,2952156.0,66.91,5210.280328
745,Europe,Ireland,1957,2878220.0,68.9,5599.077872
746,Europe,Ireland,1962,2830000.0,70.29,6631.597314
747,Europe,Ireland,1967,2900100.0,71.08,7655.568963
748,Europe,Ireland,1972,3024400.0,71.28,9530.772895999999
749,Europe,Ireland,1977,3271900.0,72.03,11150.98113
750,Europe,Ireland,1982,3480000.0,73.1,12618.321409999999
751,Europe,Ireland,1987,3539900.0,74.36,13872.86652
752,Europe,Ireland,1992,3557761.0,75.467,17558.81555
753,Europe,Ireland,1997,3667233.0,76.122,24521.94713
754,Europe,Ireland,2002,3879155.0,77.783,34077.04939
755,Europe,Ireland,2007,4109086.0,78.885,40675.99635
756,Asia,Israel,1952,1620914.0,65.39,4086.522128
757,Asia,Israel,1957,1944401.0,67.84,5385.278451
758,Asia,Israel,1962,2310904.0,69.39,7105.630706
759,Asia,Israel,1967,2693585.0,70.75,8393.741404
760,Asia,Israel,1972,3095893.0,71.63,12786.93223
761,Asia,Israel,1977,3495918.0,73.06,13306.619209999999
762,Asia,Israel,1982,3858421.0,74.45,15367.0292
763,Asia,Israel,1987,4203148.0,75.6,17122.47986
764,Asia,Israel,1992,4936550.0,76.93,18051.52254
765,Asia,Israel,1997,5531387.0,78.26899999999999,20896.60924
766,Asia,Israel,2002,6029529.0,79.696,21905.59514
767,Asia,Israel,2007,6426679.0,80.745,25523.2771
768,Europe,Italy,1952,47666000.0,65.94,4931.404154999999
769,Europe,Italy,1957,49182000.0,67.81,6248.656232
770,Europe,Italy,1962,50843200.0,69.24,8243.58234
771,Europe,Italy,1967,52667100.0,71.06,10022.40131
772,Europe,Italy,1972,54365564.0,72.19,12269.27378
773,Europe,Italy,1977,56059245.0,73.48,14255.98475
774,Europe,Italy,1982,56535636.0,74.98,16537.4835
775,Europe,Italy,1987,56729703.0,76.42,19207.234819999998
776,Europe,Italy,1992,56840847.0,77.44,22013.64486
777,Europe,Italy,1997,57479469.0,78.82,24675.02446
778,Europe,Italy,2002,57926999.0,80.24,27968.098169999997
779,Europe,Italy,2007,58147733.0,80.546,28569.7197
780,Americas,Jamaica,1952,1426095.0,58.53,2898.5308809999997
781,Americas,Jamaica,1957,1535090.0,62.61,4756.525781
782,Americas,Jamaica,1962,1665128.0,65.61,5246.107524
783,Americas,Jamaica,1967,1861096.0,67.51,6124.703450999999
784,Americas,Jamaica,1972,1997616.0,69.0,7433.889293000001
785,Americas,Jamaica,1977,2156814.0,70.11,6650.195573
786,Americas,Jamaica,1982,2298309.0,71.21,6068.05135
787,Americas,Jamaica,1987,2326606.0,71.77,6351.237495
788,Americas,Jamaica,1992,2378618.0,71.766,7404.923685
789,Americas,Jamaica,1997,2531311.0,72.262,7121.924704000001
790,Americas,Jamaica,2002,2664659.0,72.047,6994.774861
791,Americas,Jamaica,2007,2780132.0,72.567,7320.880262000001
792,Asia,Japan,1952,86459025.0,63.03,3216.956347
793,Asia,Japan,1957,91563009.0,65.5,4317.694365
794,Asia,Japan,1962,95831757.0,68.73,6576.649461
795,Asia,Japan,1967,100825279.0,71.43,9847.788606999999
796,Asia,Japan,1972,107188273.0,73.42,14778.78636
797,Asia,Japan,1977,113872473.0,75.38,16610.37701
798,Asia,Japan,1982,118454974.0,77.11,19384.10571
799,Asia,Japan,1987,122091325.0,78.67,22375.941890000002
800,Asia,Japan,1992,124329269.0,79.36,26824.895109999998
801,Asia,Japan,1997,125956499.0,80.69,28816.58499
802,Asia,Japan,2002,127065841.0,82.0,28604.5919
803,Asia,Japan,2007,127467972.0,82.603,31656.06806
804,Asia,Jordan,1952,607914.0,43.158,1546.907807
805,Asia,Jordan,1957,746559.0,45.669,1886.080591
806,Asia,Jordan,1962,933559.0,48.126000000000005,2348.009158
807,Asia,Jordan,1967,1255058.0,51.629,2741.796252
808,Asia,Jordan,1972,1613551.0,56.528,2110.856309
809,Asia,Jordan,1977,1937652.0,61.13399999999999,2852.351568
810,Asia,Jordan,1982,2347031.0,63.739,4161.415959
811,Asia,Jordan,1987,2820042.0,65.869,4448.679912
812,Asia,Jordan,1992,3867409.0,68.015,3431.5936469999997
813,Asia,Jordan,1997,4526235.0,69.77199999999999,3645.379572
814,Asia,Jordan,2002,5307470.0,71.263,3844.9171939999997
815,Asia,Jordan,2007,6053193.0,72.535,4519.461171
816,Africa,Kenya,1952,6464046.0,42.27,853.5409189999999
817,Africa,Kenya,1957,7454779.0,44.68600000000001,944.4383152
818,Africa,Kenya,1962,8678557.0,47.949,896.9663732
819,Africa,Kenya,1967,10191512.0,50.653999999999996,1056.736457
820,Africa,Kenya,1972,12044785.0,53.559,1222.359968
821,Africa,Kenya,1977,14500404.0,56.155,1267.613204
822,Africa,Kenya,1982,17661452.0,58.766000000000005,1348.225791
823,Africa,Kenya,1987,21198082.0,59.339,1361.936856
824,Africa,Kenya,1992,25020539.0,59.285,1341.9217210000002
825,Africa,Kenya,1997,28263827.0,54.407,1360.4850210000002
826,Africa,Kenya,2002,31386842.0,50.992,1287.514732
827,Africa,Kenya,2007,35610177.0,54.11,1463.249282
828,Asia,"Korea, Dem. Rep.",1952,8865488.0,50.056000000000004,1088.277758
829,Asia,"Korea, Dem. Rep.",1957,9411381.0,54.081,1571.134655
830,Asia,"Korea, Dem. Rep.",1962,10917494.0,56.656000000000006,1621.693598
831,Asia,"Korea, Dem. Rep.",1967,12617009.0,59.942,2143.540609
832,Asia,"Korea, Dem. Rep.",1972,14781241.0,63.983000000000004,3701.6215030000003
833,Asia,"Korea, Dem. Rep.",1977,16325320.0,67.15899999999999,4106.301249
834,Asia,"Korea, Dem. Rep.",1982,17647518.0,69.1,4106.525293
835,Asia,"Korea, Dem. Rep.",1987,19067554.0,70.64699999999999,4106.4923149999995
836,Asia,"Korea, Dem. Rep.",1992,20711375.0,69.97800000000001,3726.063507
837,Asia,"Korea, Dem. Rep.",1997,21585105.0,67.727,1690.756814
838,Asia,"Korea, Dem. Rep.",2002,22215365.0,66.66199999999999,1646.758151
839,Asia,"Korea, Dem. Rep.",2007,23301725.0,67.297,1593.06548
840,Asia,"Korea, Rep.",1952,20947571.0,47.453,1030.592226
841,Asia,"Korea, Rep.",1957,22611552.0,52.681000000000004,1487.593537
842,Asia,"Korea, Rep.",1962,26420307.0,55.292,1536.3443869999999
843,Asia,"Korea, Rep.",1967,30131000.0,57.716,2029.2281420000002
844,Asia,"Korea, Rep.",1972,33505000.0,62.611999999999995,3030.87665
845,Asia,"Korea, Rep.",1977,36436000.0,64.766,4657.22102
846,Asia,"Korea, Rep.",1982,39326000.0,67.123,5622.942464
847,Asia,"Korea, Rep.",1987,41622000.0,69.81,8533.088805
848,Asia,"Korea, Rep.",1992,43805450.0,72.244,12104.27872
849,Asia,"Korea, Rep.",1997,46173816.0,74.64699999999999,15993.52796
850,Asia,"Korea, Rep.",2002,47969150.0,77.045,19233.98818
851,Asia,"Korea, Rep.",2007,49044790.0,78.623,23348.139730000003
852,Asia,Kuwait,1952,160000.0,55.565,108382.3529
853,Asia,Kuwait,1957,212846.0,58.033,113523.1329
854,Asia,Kuwait,1962,358266.0,60.47,95458.11176
855,Asia,Kuwait,1967,575003.0,64.624,80894.88326
856,Asia,Kuwait,1972,841934.0,67.712,109347.867
857,Asia,Kuwait,1977,1140357.0,69.343,59265.477139999995
858,Asia,Kuwait,1982,1497494.0,71.309,31354.03573
859,Asia,Kuwait,1987,1891487.0,74.17399999999999,28118.42998
860,Asia,Kuwait,1992,1418095.0,75.19,34932.91959
861,Asia,Kuwait,1997,1765345.0,76.156,40300.61996
862,Asia,Kuwait,2002,2111561.0,76.904,35110.10566
863,Asia,Kuwait,2007,2505559.0,77.58800000000001,47306.98978
864,Asia,Lebanon,1952,1439529.0,55.928000000000004,4834.804067
